RestaurantName,LocationName,CategoryName,Address,City,State,Zip,Violations,CurrentDemerits,InspectionDemerits
CIRCUS BLUE IGUANA,CIRCUS CIRCUS CASINO,Restaurant,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,1,0.0,0.0
Rio All American Restaurant,RIO SUITES HOTEL,Restaurant,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,5,0.0,18.0
Jack in the Box #7246,JACK IN THE BOX #7246,Restaurant,4345 E Charleston Blvd,Las Vegas,Nevada,89104-5519,46,36.0,89.0
DOTTY'S #6 RESTAURANT,Dottys #6,Restaurant,4350 N Las Vegas Blvd,Las Vegas,Nevada,89115-0513,29,0.0,58.0
Lake Club Bar,The Lake Club @ Southshore,Bar / Tavern,210 Grand Mediterra Blvd,Henderson,Nevada,89011-2209,1,0.0,0.0
TIPPS CAFE,TIPPS CAFE,Snack Bar,8545 S EASTERN 101,Las Vegas,Nevada,89123,3,9.0,9.0
Mesquite Community - Pantry,Mesquite Community & Senior Center,Pantry,102 E Old Mill Rd,Mesquite,Nevada,89027-4787,11,0.0,3.0
TURMERIC - DOWNSTAIRS BAR,TURMERIC FLAVORS OF INDIA,Bar / Tavern,700 E FREMONT A,Las Vegas,Nevada,89101,6,19.0,20.0
SUNCOAST BUFFET DESSERT / SALAD,Suncoast Hotel & Casino,Special Kitchen,9090 Alta Dr,Las Vegas,Nevada,89145-8508,23,72.0,45.0
CSN BAKERY KITCHEN,CSN CHEYENNE CAMPUS,Kitchen Bakery,3200 E CHEYENNE Ave,North Las Vegas,Nevada,89030,8,0.0,14.0
PRIME CULINARY SERVICES,PRIME CULINARY SERVICES,Caterer,6250 MCLEOD 100,Las Vegas,Nevada,89120,1,5.0,5.0
BUFFET @ ASIA,BUFFET @ ASIA,Restaurant,151 N NELLIS Blvd,Las Vegas,Nevada,89115,20,8.0,34.0
TERRIBLE HERBST #376 SNACK BAR,TERRIBLE HERBST OIL #376,Snack Bar,5722 S Eastern Ave,Las Vegas,Nevada,89119-3049,1,0.0,0.0
Calico Jack's Restaurant,Calico Jack's Saloon,Restaurant,8200 W Charleston Blvd,Las Vegas,Nevada,89117-1219,31,93.0,86.0
Expres Pizza,EXPRES PIZZA @ BOUNTY HUNTER,Restaurant,415 E Windmill Ln,Las Vegas,Nevada,89123-1808,34,109.0,75.0
MR D'S SPORTS BAR AND GRILL,MR. D'S SPORTS BAR AND GRILL,Restaurant,1810 S RAINBOW,Las Vegas,Nevada,89146,8,14.0,14.0
BONCHON CHICKEN,BONCHON CHICKEN,Restaurant,6455 S RAINBOW 101,Las Vegas,Nevada,89118,12,0.0,27.0
VOODOO WING COMPANY,VOODOO WING COMPANY,Restaurant,4195 S GRAND CANYON,Las Vegas,Nevada,89147,1,0.0,0.0
Regal Cinemas Snack Bar - Boulder Station,Regal Cinemas @ Boulder Station,Snack Bar,4111 Boulder Hwy,Las Vegas,Nevada,89121-2510,36,0.0,85.0
BROOKLYN BOWL FL 2 EDR,BROOKLYN BOWL LAS VEGAS @ LINQ,Restaurant,3545 S LAS VEGAS Blvd 22,Las Vegas,Nevada,89109,9,32.0,22.0
COSMO EC WEST VIP BAR P4,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,6,27.0,14.0
BELLAGIO DISHROOM 1,BELLAGIO RESORT AND CASINO,Special Kitchen,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,2,0.0,0.0
Nestle Toll House,Nestle Toll House @ TOWN SQUARE,Snack Bar,6629 Las Vegas Blvd #8,Las Vegas,Nevada,89119-3255,7,14.0,14.0
Texas Station Race & Sportsbook Lounge,Texas Station Gambling Hall & Hotel,Bar / Tavern,2101 N Texas Star Ln,North Las Vegas,Nevada,89032,26,54.0,48.0
CASA GRILL & BAR,CASA GRILL & BAR @ BOULEVARD MALL,Bar / Tavern,3528 MARYLAND Pkwy 100,Las Vegas,Nevada,89169,1,0.0,0.0
HGV @ LV STRIP PORTABLE UNIT,HILTON GRAND VACATIONS @ LV STRIP,Portable Unit,2650 S Las Vegas Blvd,Las Vegas,Nevada,89109-1152,11,24.0,23.0
"PIZZA KITCHEN, THE","PIZZA KITCHEN, THE",Restaurant,5270 FORT APACHE,Las Vegas,Nevada,89144,14,18.0,27.0
LA FAVORITA MEAT MARKET,LA FAVORITA,Meat/Poultry/Seafood,573 E Twain Ave,Las Vegas,Nevada,89169,25,57.0,51.0
ROSATIS PIZZA BAR,ROSATIS PIZZA,Bar / Tavern,7380 S EASTERN Ave 110,Las Vegas,Nevada,89123,6,18.0,18.0
VENETIAN SANDS SHOWROOM BAR,Venetian Hotel & Casino,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,3,6.0,6.0
ARIA CHOCOLATE PRODUCTION,ARIA HOTEL & CASINO,Pantry,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,12,0.0,7.0
PALAZZO FUSION BAR - DELETED,PALAZZO HOTEL & CASINO,Bar / Tavern,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,3,3.0,3.0
Sushi Tower - Bar,Sushi Tower,Bar / Tavern,4145 S Grand Canyon Dr 104,Las Vegas,Nevada,89147-7160,12,27.0,24.0
PING PANG PONG BEVERAGE STATION,PING PANG PONG @ GOLD COAST HOTEL,Special Kitchen,4000 W FLAMINGO Rd,Las Vegas,Nevada,89103,3,6.0,6.0
SUNSET PIZZERIA DOWNTOWN - Bar,SUNSET PIZZERIA DOWNTOWN,Bar / Tavern,203 WATER,Henderson,Nevada,89015,7,18.0,12.0
Sahara Mini Mart Snack Bar,Sahara Mini Mart,Snack Bar,5105 E Sahara Ave,Las Vegas,Nevada,89142-2557,51,100.0,101.0
La Palapa Restaurant #3,La Palapa Restaurant #3,Restaurant,1515 N Eastern Ave,Las Vegas,Nevada,89101-1512,77,152.0,198.0
CENTERPLATE BUTCHER'S BLOCK PANTRY S4,CENTERPLATE @ LVCC,Pantry,3150 PARADISE Rd,Las Vegas,Nevada,89109,1,0.0,0.0
PH POOL MAIN BAR,PLANET HOLLYWOOD RESORT AND CASINO,Bar / Tavern,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,23,48.0,49.0
PLATINUM HOTEL LOBBY BAR,PLATINUM HOTEL & SPA,Bar / Tavern,211 E Flamingo Rd,Las Vegas,Nevada,89169-4708,50,39.0,98.0
CARMINES DISHROOM/POTWASH,CARMINES @ CAESARS,Special Kitchen,3500 S LAS VEGAS Blvd 632A,Las Vegas,Nevada,89101,7,0.0,6.0
PH AXIS THEATER SERVICE BAR #1,PLANET HOLLYWOOD RESORT AND CASINO,Portable Unit,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,6,12.0,6.0
ARIA JEWEL KITCHEN,CITY CENTER HOTELS,Restaurant,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,1,0.0,0.0
TMA - MC19 SUPER NACHOS CONCESSION,LEVY @ T-MOBILE ARENA,Snack Bar,3780 S LAS VEGAS,Las Vegas,Nevada,89158,1,0.0,0.0
COSMO POOL EVENT STAGING P5,COSMOPOLITAN RESORT & CASINO,Pantry,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,16,0.0,15.0
MIDTOWN GAMING BAR - RESTAURANT,MIDTOWN GAMING BAR,Restaurant,953 E DESERT INN,Las Vegas,Nevada,89115,1,3.0,3.0
DRAIS SERVICE BAR KITCHEN FL 10,CROMWELL - DRAIS NIGHTCLUB,Bar / Tavern,3595 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,7,0.0,11.0
WOK VEGAS @ STRATOSPHERE,WOK VEGAS @ STRATOSPHERE,Restaurant,2000 S LAS VEGAS B3,Las Vegas,Nevada,89104,1,0.0,0.0
PREDICTION COFFEE PUSF,PREDICTION COFFEE,Portable Unit,900 S LAS VEGAS,Las Vegas,Nevada,89101,2,3.0,3.0
Kona Ice,Kona Ice,Food Trucks / Mobile Vendor,780 Hafen Ln,Mesquite,Nevada,89027-5942,16,0.0,1.0
ALBERTSONS #6043 - FISH,ALBERTSONS #6043,Meat/Poultry/Seafood,2851 N Green Valley Pkwy,Henderson,Nevada,89014-0402,5,18.0,16.0
CENTERPLATE ACES GOURMET GRILL S1,CENTERPLATE @ CONVENTION CENTER,Special Kitchen,3150 PARADISE,Las Vegas,Nevada,89109,9,56.0,15.0
CENTERPLATE BUTCHER'S BLOCK PANTRY S4,CENTERPLATE @ CONVENTION CENTER,Pantry,3150 PARADISE,Las Vegas,Nevada,89109,14,63.0,19.0
ARA TPA STAND 105,ARAMARK @ MIRACLE MILE,Portable Unit,3663 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,5,12.0,10.0
McDonald's of West Tropicana #5240,McDonalds of West Tropicana,Restaurant,3451 W Tropicana Ave,Las Vegas,Nevada,89103-5634,8,12.0,19.0
7-Eleven #20855 - Deli,7-Eleven Food Store #20855,Snack Bar,2510 S Rainbow Blvd,Las Vegas,Nevada,89146-5145,30,120.0,59.0
Hill and Dale Child Dev Kitchen,Hill and Dale Child Devel Center,Childcare Kitchens,3720 E Tropicana Ave,Las Vegas,Nevada,89121-7337,13,33.0,27.0
SWENSONS ICE CREAM SHOP   DELETED,SWENSONS ICE CREAM @ LUXOR,Restaurant,3900 S Las Vegas Blvd,Las Vegas,Nevada,89119-1004,2,2.0,2.0
Roadrunner Restaurant Buffalo,Roadrunner Rest and Lounge Buffalo,Restaurant,921 N Buffalo Dr,Las Vegas,Nevada,89128-0378,25,0.0,63.0
Grand China #6,Grand China #6,Restaurant,7250 S Durango Dr,Las Vegas,Nevada,89113-2241,34,128.0,65.0
Mb Shanghai Lilly Wait / Front of House Station DELETE 11 28 11,MANDALAY BAY HOTEL & CASINO,Garde Manger,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,5,6.0,5.0
Levy Restaurant @ LVMS F - 17,Levy Restaurants @ LVMS,Restaurant,7000 N Las Vegas Blvd,Las Vegas,Nevada,89115-1708,6,0.0,7.0
Energy Zone,LV Outlet Center - Energy Zone,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123-1000,18,48.0,33.0
Divebar - Bar,Divebar Restaurant and Bar,Bar / Tavern,3035 E Tropicana Ave,Las Vegas,Nevada,89121-7300,4,18.0,9.0
"CUP, THE","CUP, THE @ CRYSTALS",Restaurant,3720 S Las Vegas Blvd,Las Vegas,Nevada,89158-1644,30,56.0,79.0
TI CHRISTIAN AUDIGIER BAR INSIDE  DELETED,TREASURE ISLAND HOTEL & CASINO,Bar / Tavern,3300 S Las Vegas Blvd,Las Vegas,Nevada,89109-8916,4,0.0,3.0
Bar & Bistro @ the Arts Factory #1,Bar & Bistro @ the Arts Factory,Portable Unit,107 E Charleston Blvd,Las Vegas,Nevada,89104-1060,5,15.0,11.0
Best Billiards Bar,Best Billiards,Bar / Tavern,3740 E Flamingo Rd,Las Vegas,Nevada,89121-4921,20,21.0,55.0
PHO BOSA CAFE,PHO BOSA CAFE,Restaurant,3355 Spring Mountain Rd 35,Las Vegas,Nevada,89102-8639,76,33.0,178.0
Detroit Coney Island,Detroit Coney Island,Restaurant,1114 S Rainbow Blvd,Las Vegas,Nevada,89146-1099,1,7.0,7.0
4 Kaz Snooker Club & Bar,4 Kaz Snooker Club & Bar,Bar / Tavern,5115 W Spring Mountain 123,Las Vegas,Nevada,89102,4,8.0,8.0
Big Burgers #2,"BIG BURGERS, INC",Restaurant,8450 Westcliff,Las Vegas,Nevada,89102,9,20.0,19.0
Erin's the Grille Next Door,Erin's the Grille Next Door,Restaurant,2333 N Jones Blvd 112,Las Vegas,Nevada,89108,3,7.0,7.0
Roamin' Dough Seasonal,Roamin' Dough,Portable Unit,7411 W Lake Mead,Las Vegas,Nevada,89131,1,3.0,3.0
Tacos Karina Seasonal 10/17/11-6/17/12,Tacos Karina,Portable Unit,1591 N Decatur,Las Vegas,Nevada,89108,5,18.0,15.0
Five Guys Burgers and Fries,FIVE GUYS BURGERS & FRIES #1426,Restaurant,7580 S Las Vegas 120,Las Vegas,Nevada,89123,11,0.0,32.0
DB'S PONG & POOL SPECIAL KIT DOWNSTAIRS,DB'S PONG AND POOL @ MIRACLE MILE,Special Kitchen,3663 S LAS VEGAS Blvd 570,Las Vegas,Nevada,89109,6,6.0,13.0
MORELIA TACO SHOP - DELETED 10/26/15 PER OWNER,"SALDIVAR, MARIA",Portable Unit,600 E QUARTZ,Sandy Valley,Nevada,89019,13,20.0,39.0
STIR KRAZY MONGOLIAN GRILL KITCHEN,987 RESTAURANT GROUP,Special Kitchen,4503 S PARADISE Rd GHIJ,Las Vegas,Nevada,89169,4,0.0,8.0
RETROSODA - DELETED 7/24/15 KE,RETROSODA @ FASHION SHOW,Portable Unit,3200 S LAS VEGAS Blvd 600,Las Vegas,Nevada,89109,3,0.0,3.0
SERENE VEGAS PORTABLE BAR #2,"SERENE VEGAS, AN INNPLACE RESORT",Portable Unit,455 E Harmon Ave,Las Vegas,Nevada,89169-7076,5,0.0,9.0
LOUREN ICE CREAM TRUCK #1,DANIEL NAVAS-PEDROSA,Food Trucks / Mobile Vendor,2850 E CHARLESTON Blvd,Las Vegas,Nevada,89104,1,0.0,0.0
SONNY SUSHI,Sonny's Sushi,Restaurant,7400 S LAS VEGAS,Las Vegas,Nevada,89123,9,36.0,23.0
BIG ERN'S BBQ SEASONAL (5/16/14 - 1/16/15),BIG ERN'S BBQ SEASONAL,Portable Unit,707 FREMONT,Las Vegas,Nevada,89101,1,0.0,0.0
MEAL THYME,MEAL THYME,Caterer,2245 E FLAMINGO,Las Vegas,Nevada,89138,2,0.0,0.0
BROADACRES - ROB'S HOT DOG 'N SODA STAND,Broadacres Open Air Marketplace,Restaurant,2930 N Las Vegas Blvd,North Las Vegas,Nevada,89030,3,0.0,3.0
TMA - SL31 SUITE LVL PANTRY,LEVY @ T-MOBILE ARENA,Pantry,3780 S LAS VEGAS,Las Vegas,Nevada,89109,1,3.0,3.0
MB  LIBERTINE SOCIAL MAIN BAR,MANDALAY BAY HOTEL & CASINO,Bar / Tavern,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,2,8.0,8.0
Subway #38366,Subway #38366,Restaurant,7377 S Jones Blvd 104,Las Vegas,Nevada,89139-0546,28,3.0,69.0
Arizona Charlie's East Wild West Buffet,ARIZONA CHARLIE'S EAST CASINO,Buffet,4575 Boulder Hwy,Las Vegas,Nevada,89121-3011,19,0.0,38.0
OFF THE HOOK,OFF THE HOOK,Restaurant,4155 S BUFFALO,Las Vegas,Nevada,89147,20,24.0,37.0
FRESH BOBA TEA,FRESH BOBA TEA,Snack Bar,1033 S RAINBOW Blvd,Las Vegas,Nevada,89145,4,12.0,12.0
GERARDO'S TACO,GERARDO'S TACO,Restaurant,5601 N Tenaya Way 104,Las Vegas,Nevada,89130,39,48.0,94.0
WESTIN LV JAKE & ELI - DISHROOM,WESTIN HOTEL LAS VEGAS,Special Kitchen,160 E FLAMINGO,Las Vegas,Nevada,89109,28,77.0,70.0
Monaco Middle School Kitchen,Monaco Middle School,Institutional Food Service,1870 N Lamont St,Las Vegas,Nevada,89115-6700,21,0.0,18.0
Rio Smoke Shop Charcuterie,Rio Suites Hotel,Meat/Poultry/Seafood,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,15,0.0,29.0
CAESARS GORDON RAMSAY RESTAURANT,CAESARS PALACE HOTEL & CASINO,Restaurant,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,29,74.0,54.0
MURPHY EXPRESS (JONES) SNACK BAR,MURPHY EXPRESS  #8783,Snack Bar,6009 W Craig Rd,Las Vegas,Nevada,89130,1,3.0,3.0
LA BONITA SUPERMARKETS RESTAURANT,LA BONITA SUPERMARKETS,Restaurant,6000 W CHEYENNE,Las Vegas,Nevada,89108,7,6.0,20.0
CAESARS VIP BACCARAT BUFFET,CAESARS PALACE HOTEL & CASINO,Buffet,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,22,60.0,58.0
Desert Pines Golf Course - Drv Rng Snack,Desert Pines Golf Club,Snack Bar,3415 E Bonanza Rd,Las Vegas,Nevada,89101-2420,24,33.0,54.0
ROCKHOUSE KITCHEN,ROCKHOUSE @ VENETIAN,Special Kitchen,3355 S LAS VEGAS Blvd 2015,Las Vegas,Nevada,89109,20,0.0,44.0
ARIA JEAN GEORGES DESSERT KITCHEN,ARIA HOTEL & CASINO,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,20,8.0,32.0
CAESARS LOBBY BAR,CAESARS PALACE HOTEL & CASINO,Bar / Tavern,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,43,68.0,81.0
SLS NORTHSIDE CAFE REMOTE PREP KITCHEN,SLS LAS VEGAS,Special Kitchen,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,1,0.0,0.0
99 RANCH MARKET BAKERY,99 RANCH MARKET,Restaurant,3778 S MARYLAND,Las Vegas,Nevada,89119,14,18.0,29.0
BELLAGIO LE CIRQUE PREP LOWER LEVEL,BELLAGIO HOTEL & CASINO,Pantry,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,15,26.0,23.0
AQUARIUS Zodiac Bar,Aquarius Casino Resort,Bar / Tavern,1900 S Casino Dr,Laughlin,Nevada,89029-1513,27,33.0,77.0
VDARA LOBBY BAR,VDARA,Bar / Tavern,2600 W Harmon Ave,Las Vegas,Nevada,89158-4538,27,35.0,62.0
PINCHES TEQUILA BAR,PINCHES TACOS-CONTAINER PARK,Bar / Tavern,707 E FREMONT St,Las Vegas,Nevada,89101,9,12.0,6.0
SANDS EXPO HALL A/B SUPPORT,SANDS EXPO & CONVENTION CENTER,Snack Bar,201 E Sands Ave,Las Vegas,Nevada,89169-2617,33,74.0,71.0
RITCHIE MCNEELY'S WAREWASH/COOKLINE,RITCHIE MCNEELY'S,Special Kitchen,2235 Village Walk Dr,Henderson,Nevada,89052-5681,5,6.0,12.0
HOOTERS ON EASTERN UPSTAIRS BAR,HOOTERS ON EASTERN,Bar / Tavern,10430 S EASTERN,Henderson,Nevada,89052,7,6.0,9.0
STARBUCKS COFFEE #10566,STARBUCKS COFFEE #10566,Snack Bar,2233 S Paradise Rd 150,Las Vegas,Nevada,89104-2528,25,0.0,37.0
7TH AND CARSON,7TH AND CARSON,Restaurant,616 CARSON Ave,Las Vegas,Nevada,89102,6,12.0,14.0
Laos Market - Take Out Deli,Laos Market,Restaurant,629 N Las Vegas Blvd,Las Vegas,Nevada,89101-2028,41,0.0,117.0
CAESARS VENUS POOL SERVICE BAR,CAESARS PALACE HOTEL & CASINO,Bar / Tavern,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,15,48.0,31.0
ARIA EDR ITALIAN STATION,CITY CENTER HOTELS,Buffet,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,1,0.0,0.0
HAKKASAN LVL 5 MEZZANINE SERVICE BAR,HAKKASAN @ MGM GRAND,Bar / Tavern,3799 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,1,0.0,0.0
BELLAGIO TUSCANY DISHWASH / STORAGE,BELLAGIO HOTEL & CASINO,Special Kitchen,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,9,0.0,3.0
Buffet at Asia Buffet,Buffet at Asia,Restaurant,9901 S Eastern Ave,Las Vegas,Nevada,89183-7944,28,78.0,70.0
Macayo's Lounge,Macayo's Restaurant/Lounge,Bar / Tavern,8245 W Sahara Ave,Las Vegas,Nevada,89117-1804,24,6.0,46.0
ARIA HERRINGBONE FOOD SVC SUPPORT,CITY CENTER HOTELS,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,1,0.0,0.0
POLLO CAMPERO,POLLO CAMPERO,Restaurant,1025 W CRAIG,North Las Vegas,Nevada,89032,7,9.0,9.0
CREDIT ONE BANK EDR BULK KITCHEN,Credit One Bank,Special Kitchen,6801 S Cimarron Rd,Las Vegas,Nevada,89113,3,6.0,6.0
TIKIS HAWAIIAN BBQ,TIKIS HAWAIIAN BBQ,Restaurant,8460 FARM,Las Vegas,Nevada,89131,29,82.0,69.0
TE PUB PREP KITCHEN,TE PUB @ CRYSTALS,Special Kitchen,3720 S LAS VEGAS,Las Vegas,Nevada,89158,32,120.0,110.0
SUNRISE DONUTS,SUNRISE DONUTS,Restaurant,6530 S DECATUR Blvd 130,Las Vegas,Nevada,89118,8,0.0,19.0
WESTGATE ZEN LOUNGE,WESTGATE HOTEL AND CASINO,Bar / Tavern,3000 S Paradise Rd,Las Vegas,Nevada,89109-1287,18,6.0,41.0
REVERE GOLF CLUB - BUCKMAN'S TAVERN,REVERE GOLF CLUB,Bar / Tavern,2600 Hampton Rd,Henderson,Nevada,89052-7029,29,39.0,55.0
REVERE GOLF CLUB CART #1,REVERE GOLF CLUB,Self-Service Food Truck,2600 Hampton Rd,Henderson,Nevada,89052-7029,10,0.0,4.0
CAPRIOTTIS SANDWICH SHOP - RAILROAD PASS TRAVEL CENTER,CAPRIOTTIS SANDWICH SHOP,Restaurant,2820 S BOULDER Hwy,Henderson,Nevada,89002,2,6.0,6.0
CENTERPLATE ALCOVE 5.1B SNACK BAR CH,CENTERPLATE @ LVCC,Snack Bar,3150 PARADISE Rd,Las Vegas,Nevada,89109,2,0.0,0.0
FATBURGER THE STRIP BAR,FATBURGER THE STRIP,Bar / Tavern,3763 S Las Vegas Blvd,Las Vegas,Nevada,89109-4347,30,72.0,49.0
MANDARIN TWIST SUPPORT KITCHEN,MANDARIN ORIENTAL,Special Kitchen,3752 S Las Vegas Blvd,Las Vegas,Nevada,89109-4382,13,0.0,31.0
Burger King #11940,Burger King #11940,Restaurant,2180 E Serene Ave,Las Vegas,Nevada,89123-3223,23,0.0,49.0
Little Caesars Pizza #3389,Little Caesars Pizza,Restaurant,4825 S Rainbow Blvd,Las Vegas,Nevada,89103-4914,62,123.0,132.0
El Super Cheese Island,El Super,Vegetable Prep,1255 S Lamb Blvd,Las Vegas,Nevada,89104-5526,29,39.0,71.0
Von's Grocery Store - Starbucks 1970,Von's Grocery Store #1970,Restaurant,8540 W Desert Inn Rd,Las Vegas,Nevada,89117-9155,13,0.0,22.0
BELLAGIO JASMINE SEAFOOD / PASTRY STATION,BELLAGIO RESORT AND CASINO,Special Kitchen,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,2,3.0,3.0
GONDOLA BAR @ GRAND CANAL,GONDOLA BAR @ GRAND CANAL,Bar / Tavern,3377 S LAS VEGAS 2095,Las Vegas,Nevada,89109,1,5.0,5.0
Red Rock Feast Garde Manger,RED ROCK CASINO RESORT & SPA,Garde Manger,11011 W Charleston Blvd,Las Vegas,Nevada,89135-1402,21,0.0,61.0
ROSEN CLUB RESTAURANT,ROSEN CLUB @ COMMERCIAL CENTER,Restaurant,900 E KAREN Ave 114,Las Vegas,Nevada,89109,38,33.0,62.0
SPRINGHILL STES LVCC RESTAURANT,SPRINGHILL SUITES LAS VEGAS CONV CTR,Restaurant,2989 Paradise Rd,Las Vegas,Nevada,89109-1220,64,104.0,139.0
MARS CHOCOLATE NORTH AMERICA MOULD WASH ROOM,MARS CHOCOLATE NORTH AMERICA,Special Kitchen,2 CACTUS GARDEN,Henderson,Nevada,89019,6,15.0,5.0
BITE,BITE,Restaurant,4165 S GRAND CANYON,Las Vegas,Nevada,89147,11,40.0,32.0
Thelodge at Cactus,"Lodge at Cactus, The",Restaurant,4660 W Cactus Ave,Las Vegas,Nevada,89141-0913,34,86.0,74.0
Dean's Place - Bar,Dean's Place,Bar / Tavern,8355 Dean Martin Dr,Las Vegas,Nevada,89139-7893,12,0.0,19.0
Subway #968,Subway,Restaurant,4955 E Craig Rd,Las Vegas,Nevada,89115-2216,29,36.0,52.0
AGUA CHILES CULICHI,AGUA CHILES CULICHI,Restaurant,2462 N LAS VEGAS Blvd,North Las Vegas,Nevada,89030,32,33.0,76.0
LINQ HIGH ROLLER PUSF 12,LINQ WHEEL HIGH ROLLER,Portable Unit,3545 S LAS VEGAS,Las Vegas,Nevada,89109,4,9.0,6.0
PBR ROCK BAR AND GRILL DAIQUIRI BAR,PBR ROCK BAR AND GRILL @ MIRACLE MILE,Bar / Tavern,3663 S Las Vegas Blvd 730,Las Vegas,Nevada,89109-1920,9,15.0,17.0
"Detwiler, Ollie Elem School Kitchen","Detwiler, Ollie Elem School",Elementary School Kitchen,1960 Ferrell St,Las Vegas,Nevada,89106-1239,18,0.0,17.0
Lee's Discount Liquor Sample #7,Lee's Discount Liquor #7,Grocery Store Sampling,9355 W Flamingo Rd,Las Vegas,Nevada,89147-6466,13,9.0,20.0
PH MAIN KITCHEN PREP & WAREWASH,PLANET HOLLYWOOD RESORT AND CASINO,Special Kitchen,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,6,6.0,6.0
ATOMIC KITCHEN BAR,ATOMIC KITCHEN,Bar / Tavern,927 FREMONT,Las Vegas,Nevada,89101,5,12.0,12.0
WYNN CONVENTION KITCHEN,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,14,0.0,15.0
Gold Strike Service Bar - Stage,Gold Strike Hotel & Gambling Hall,Bar / Tavern,#1 Main St,Jean,Nevada,89019,18,30.0,24.0
LUXOR EDR KITCHEN STEWARDS,LUXOR HOTEL & CASINO,Special Kitchen,3900 S Las Vegas Blvd,Las Vegas,Nevada,89119-1004,13,0.0,15.0
Wahoo Fish Taco - RESTAURANT,Wahoo Fish Taco,Restaurant,1000 S Rampart 21,Las Vegas,Nevada,89145,43,48.0,84.0
DRAIS SERVICE BAR_MEZZANINE 1,CROMWELL - DRAIS NIGHTCLUB,Bar / Tavern,3595 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,7,15.0,15.0
ARIA ROOM SERVICE WAREWASH,ARIA HOTEL & CASINO,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,12,24.0,20.0
David Wong Pan Asian,David Wong Pan Asian,Restaurant,2980 S Durango Dr 101,Las Vegas,Nevada,89117-4423,51,109.0,107.0
CHAMPAGNE'S CAFE,CHAMPAGNE'S CAFE,Bar / Tavern,3557 S MARYLAND Pkwy,Las Vegas,Nevada,89169,43,33.0,87.0
JERSEY MIKE'S SUBS #17018,JERSEY MIKE'S SUBS,Restaurant,9540 W FLAMINGO 165,Las Vegas,Nevada,89147,27,30.0,56.0
REVERE GOLF CLUB CART #2,REVERE GOLF CLUB,Self-Service Food Truck,2600 Hampton Rd,Henderson,Nevada,89052-7029,11,0.0,14.0
Starbucks Coffee Company #2779,Starbucks Coffee Company #2779,Snack Bar,5515 Camino Al Norte,North Las Vegas,Nevada,89031-0819,18,8.0,28.0
Cariba Charlie's,Cariba Charlie's,Restaurant,4835 S Rainbow Blvd 204,Las Vegas,Nevada,89103-4389,42,3.0,68.0
"Treem, Harriet Elem School Kitchen","Treem, Harriet Elementary School",Elementary School Kitchen,1698 Patrick Ln,Henderson,Nevada,89014-0800,16,0.0,6.0
Rio Pantry Boardroom A,RIO SUITES HOTEL,Pantry,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,1,0.0,0.0
SAMURAI SAMS @ CENTENNIAL,SAMURAI SAMS TERIYAKI GRILL - CENTENNIAL,Caterer,10200 CENTENNIAL Pkwy,Las Vegas,Nevada,89149,2,0.0,0.0
ARIA LEMONGRASS BAR,CITY CENTER HOTELS,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,3,5.0,5.0
AQUARIUS Exhibition Line,Aquarius Casino Resort,Buffet,1900 S Casino Dr,Laughlin,Nevada,89029-1513,20,75.0,50.0
